Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Reinhold Wurth,Reinhold Wurth,,Germany,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Reinold Geiger,Reinold Geiger,,France,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Reji Abraham,Reji Abraham,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Remo Ruffini,Remo Ruffini,,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Ren Jianhua,Ren Jianhua,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Ren Yuanlin,Ren Yuanlin,,China,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Ren Zhengfei,Ren Zhengfei,877,China,NA,NA,NA,NA,X,X,NA,NA,X,X,X,2011,5,1,1,2,
Renata de Camargo Nascimento,Renata de Camargo Nascimento,878,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Renate Reimann-Haas,Renate Reimann-Haas,879,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Renzo Rosso,Renzo Rosso,880,Italy,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Reyes J. Christopher,Reyes J. Christopher,,United States,NA,NA,NA,X,X,NA,NA,NA,NA,NA,NA,2010,2,1,0,0,
Reyes Jude,Reyes Jude,,United States,NA,NA,NA,X,X,NA,NA,NA,NA,NA,NA,2010,2,1,0,0,
Ricardo Constantino,Ricardo Constantino,,Brazil,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Ricardo Salinas Pliego,Ricardo Salinas Pliego,881,Mexico,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard Branson,Richard Branson,882,United Kingdom,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard Chandler,Richard Chandler,,New Zealand,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard Chang,Richard Chang,,Taiwan,NA,NA,NA,NA,NA,NA,NA,X,X,NA,X,2014,3,1,1,1,
Richard Chilton Jr,Richard Chilton Jr,,United States,NA,X,NA,X,X,X,X,X,X,NA,NA,2008,7,2,1,1,
Richard Desmond,Richard Desmond,,United Kingdom,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard DeVos,Richard DeVos,94,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard Egan,Richard Egan,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Richard Elman,Richard Elman,,United Kingdom,NA,X,NA,X,X,X,X,X,X,NA,NA,2008,7,2,1,1,
Richard Farmer,Richard Farmer,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Richard Fuld Jr,Richard Fuld Jr,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Richard Hayne,Richard Hayne,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Richard Kinder,Richard Kinder,73,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard LeFrak & family,Richard LeFrak,78,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Richard Li,Richard Li,883,Hong Kong,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard Manoogian,Richard Manoogian,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Richard Marriott,Richard Marriott,,United States,X,X,NA,X,X,X,X,X,NA,NA,NA,2007,7,2,1,1,
Richard Oetker,Richard Oetker,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Richard Peery,Richard Peery,304,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard Perry,Richard Perry,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Richard Pratt,Richard Pratt,,Australia,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Richard Rainwater,Richard Rainwater,,United States,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,
Richard Scaife,Richard Scaife,,United States,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Richard Schulze,Richard Schulze,227,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Richard Tsai,Richard Tsai,884,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
"Richard Yuengling, Jr.","Richard Yuengling, Jr.",,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Rick Caruso,Rick Caruso,171,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Riley Bechtel,Riley Bechtel,228,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Rinat Akhmetov,Rinat Akhmetov,885,Ukraine,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Rishad Naoroji,Rishad Naoroji,886,India,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Rit Thirakomen,Rit Thirakomen,,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Rita Tong Liu,Rita Tong Liu,887,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Robert & Philip Ng,Robert & Philip Ng,888,Singapore,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Robert Agostinelli,Robert Agostinelli,,United States,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,
Robert Bass,Robert Bass,152,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Robert Citrone,Robert Citrone,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
"Robert Coyiuto, Jr.","Robert Coyiuto, Jr.",,Philippines,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Robert Day,Robert Day,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Robert Defares,Robert Defares,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Robert Duggan,Robert Duggan,284,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Robert E Turner,Robert E Turner,,United States,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,
Robert Ell,Robert Ell,,Australia,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Robert Fisher,Robert Fisher,,United States,X,X,X,X,NA,X,X,X,X,X,X,2007,10,1,1,1,
Robert Friedland,Robert Friedland,,United States,X,X,NA,X,X,X,X,NA,NA,NA,X,2007,7,2,2,3,
Robert Galvin,Robert Galvin,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Robert Holding,Robert Holding,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Robert Ingham,Robert Ingham,,Australia,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Robert Johnson,Robert Johnson,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Robert Kauffman,Robert Kauffman,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Robert Kraft,Robert Kraft,113,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Robert Kuok,Robert Kuok,889,Malaysia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Robert McLane Jr,Robert McLane Jr,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Robert McNair,Robert McNair,204,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
"Robert Miller, electronics",Robert Miller,890,Canada,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
"Robert Miller, retail",Robert Miller,890,Canada,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Robert Mouawad,Robert Mouawad,,Lebanon,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Robert Naify,Robert Naify,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Robert Pera,Robert Pera,246,United States,NA,NA,NA,NA,NA,X,NA,X,X,X,X,2012,5,1,1,1,
Robert Piccinini,Robert Piccinini,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Robert Rich,"Robert Rich, Jr.",161,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Robert Rowling,Robert Rowling,83,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Robert Smith,Robert Smith,313,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Robert Stiller,Robert Stiller,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Robert Toennies,Robert Toennies,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Robert Ziff,Robert Ziff,125,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Roberta Anamaria Civita,Roberta Anamaria Civita,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Roberto Angelini Rossi,Roberto Angelini Rossi,,Chile,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Roberto Civita,Roberto Civita,,Brazil,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Roberto Gonzalez Barrera,Roberto Gonzalez Barrera,,Mexico,NA,NA,NA,NA,X,X,NA,NA,NA,NA,NA,2011,2,1,0,0,
Roberto Hernandez Ramirez,Roberto Hernandez Ramirez,,Mexico,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Roberto Irineu Marinho,Roberto Irineu Marinho,892,Brazil,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Roberto Ongpin,Roberto Ongpin,,Philippines,NA,NA,NA,NA,NA,X,X,NA,NA,NA,X,2012,3,1,1,3,
Robin Li,Robin Li,893,China,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Rodney Lewis,Rodney Lewis,,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Rodney Sacks,Rodney Sacks,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Roger Milliken,Roger Milliken,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Roger Penske,Roger Penske,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Roger Wang,Roger Wang,192,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Roland Arnall,Roland Arnall,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Rolf Gerling,Rolf Gerling,,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Romain Zaleski,Romain Zaleski,,France,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Roman Abramovich,Roman Abramovich,894,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Roman Avdeev,Roman Avdeev,,Russia,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Roman Karkosik,Roman Karkosik,,Poland,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Roman Trotsenko,Roman Trotsenko,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Romesh T. Wadhwani,Romesh T. Wadhwani,249,United States,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Ron Baron,Ron Baron,337,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,
Ron Burkle,Ron Burkle,,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Ron Perelman,Ron Perelman,,United States,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Ron Sim,Ron Sim,,Singapore,NA,NA,NA,NA,NA,NA,NA,X,X,NA,X,2014,3,1,1,1,
Ronald Baron,Ronald Baron,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Ronald Burkle,Ronald Burkle,,United States,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,
Ronald Joyce,Ronald Joyce,,Canada,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Ronald Lauder,Ronald Lauder,223,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Ronald McAulay,Ronald McAulay,895,Hong Kong,X,NA,NA,NA,NA,NA,NA,NA,X,X,X,2007,4,1,1,7,
Ronald Perelman,Ronald Perelman,37,United States,X,X,X,X,NA,X,X,X,X,X,X,2007,10,1,1,1,
Ronald Southern,Ronald Southern,,Canada,NA,NA,NA,NA,NA,X,X,X,X,NA,NA,2012,4,1,0,0,
Ronald Wanek,Ronald Wanek,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Ronda Stryker,Ronda Stryker,138,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Rosa Anna Magno Garavoglia,Rosa Anna Magno Garavoglia,,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,
Rosa Brescia Cafferata,Rosa Brescia Cafferata,,Peru,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,
Rosa Evangelina Marcondes Penido Dalla Vecchia,Rosa Evangelina Marcondes Penido Dalla Vecchia,,Brazil,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Rosalia Mera,Rosalia Mera,,Spain,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Rosely Schweizer,Rosely Schweizer,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Rossana Camargo de Arruda Botelho,Rossana Camargo de Arruda Botelho,896,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Rostam Azizi,Rostam Azizi,,Tanzania,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Roustam Tariko,Roustam Tariko,,Russia,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,
Roy Disney,Roy Disney,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Ru Jiyong,Ru Jiyong,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,
Ruan Shuilong,Ruan Shuilong,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Ruben Vardanian,Ruben Vardanian,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Rubens Menin Teixeira de Souza,Rubens Menin Teixeira de Souza,,Brazil,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,2012,3,1,0,0,
Rubens Ometto Silveira Mello,Rubens Ometto Silveira Mello,,Brazil,X,X,NA,X,X,X,X,X,X,NA,X,2007,9,2,2,1,
Rudolf Maag,Rudolf Maag,897,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Rufino Vigil Gonzalez,Rufino Vigil Gonzalez,,Mexico,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,
Rupert Johnson,"Rupert Johnson, Jr.",112,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Rupert Murdoch,Rupert Murdoch,34,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Russ Weiner,Russ Weiner,163,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Rustem Sulteev,Rustem Sulteev,,Russia,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,
Ryan Graves,Ryan Graves,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Ryan Kavanaugh,Ryan Kavanaugh,,United States,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,
Ryoichi Jinnai,Ryoichi Jinnai,,Japan,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Ryszard Krauze,Ryszard Krauze,,Poland,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
S. Curtis Johnson,S. Curtis Johnson,178,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
S. Daniel Abraham,S. Daniel Abraham,347,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
S. Robson Walton,S. Robson Walton,12,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
S. Truett Cathy,S. Truett Cathy,,United States,X,X,NA,X,X,X,X,X,NA,NA,NA,2007,7,2,1,1,
S.D. Shibulal,S.D. Shibulal,,India,NA,NA,NA,NA,X,NA,NA,NA,X,X,X,2011,4,1,1,3,
Saad Hariri,Saad Hariri,,Saudi Arabia,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,
Saban Cemil Kazanci,Saban Cemil Kazanci,,Turkey,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Sachin Bansal,Sachin Bansal,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,
Said Khoury,Said Khoury,,Lebanon,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Saif Al Ghurair & family,Saif Al Ghurair,898,United Arab Emirates,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Sait-Salam Gutseriev,Sait-Salam Gutseriev,,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Saket Burman,Saket Burman,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Saleh Al Rajhi,Saleh Al Rajhi,,Saudi Arabia,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,
Saleh Kamel,Saleh Kamel,899,Saudi Arabia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Salman Alhokair,Salman Alhokair,,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,
Sam Goi,Sam Goi,900,Singapore,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Sam Zell,Sam Zell,119,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Sameer Gehlaut,Sameer Gehlaut,,India,NA,X,NA,NA,NA,NA,NA,NA,X,X,X,2008,4,1,1,6,
Samih Sawiris,Samih Sawiris,,Egypt,X,X,NA,X,X,NA,NA,X,X,NA,NA,2007,6,3,2,2,
Sammy Ofer,Sammy Ofer,,Israel,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,
Samprada Singh,Samprada Singh,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Samuel Newhouse,"Samuel Newhouse, Jr.",41,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Samuel Tak Lee,Samuel Tak Lee,901,Hong Kong,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Samuel Wyly,Samuel Wyly,,United States,X,X,NA,X,NA,NA,NA,NA,NA,NA,NA,2007,3,2,1,1,
Samuel Yin,Samuel Yin,902,Taiwan,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Samvel Karapetyan,Samvel Karapetyan,903,Russia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Sandra Ortega Mera & family,Sandra Ortega Mera,904,Spain,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Sandro Veronesi,Sandro Veronesi,,Italy,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Sanford Diller,Sanford Diller,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Sanford Weill,Sanford Weill,,United States,X,X,NA,NA,NA,NA,NA,NA,X,X,X,2007,5,1,1,6,
Sanjay Singal,Sanjay Singal,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Sanjiv Goenka,Sanjiv Goenka,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Santosa Handojo,Santosa Handojo,,Indonesia,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Sara Blakely,Sara Blakely,,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Sarah Chaney,Sarah Chaney,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,
Sarah MacMillan,Sarah MacMillan,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Sarik Tara,Sarik Tara,905,Turkey,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Satish Mehta,Satish Mehta,,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Satish Reddy,Satish Reddy,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Satoshi Suzuki,Satoshi Suzuki,,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Savitri Jindal & family,Savitri Jindal,906,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Schar Dwight,Schar Dwight,,United States,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,
Schonfeld Steven,Schonfeld Steven,,United States,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,
Schulenberg Klaus-Peter,Schulenberg Klaus-Peter,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Scott Cook,Scott Cook,327,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Scott Duncan,Scott Duncan,90,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Scott Farquhar,Scott Farquhar,907,Australia,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Scott Lin,Scott Lin,908,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Scott Simplot,Scott Simplot,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,
Sean Parker,Sean Parker,289,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Sean Quinn,Sean Quinn,,Ireland,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,
Sebastian Pinera,Sebastian Piñera,909,Chile,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Sefik Yilmaz Dizdar,Sefik Yilmaz Dizdar,,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Sehat Sutardja,Sehat Sutardja,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Sema Isil Dogan,Sema Isil Dogan,,Turkey,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Semahat Sevim Arsel,Semahat Sevim Arsel,910,Turkey,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Senapathy Gopalakrishnan,Senapathy Gopalakrishnan,,India,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Seo Jung-Jin,Seo Jung-Jin,911,South Korea,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Serge Dassault & family,Serge Dassault,912,France,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Serge Godin,Serge Godin,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Sergei Galitsky,Sergei Galitsky,913,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Sergei Generalov,Sergei Generalov,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Sergei Gordeev,Sergei Gordeev,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Sergei Katsiev,Sergei Katsiev,,Russia,NA,NA,NA,NA,NA,NA,NA,X,X,NA,X,2014,3,1,1,1,
Sergei Kislov,Sergei Kislov,,Russia,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Sergei Petrov,Sergei Petrov,,Russia,NA,X,NA,NA,NA,NA,NA,X,NA,NA,NA,2008,2,2,1,5,
Sergei Polonsky,Sergei Polonsky,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Sergei Popov,Sergei Popov,914,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Sergei Pugachev,Sergei Pugachev,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Sergei Sarkisov,Sergei Sarkisov,,Russia,NA,X,NA,NA,X,X,X,X,NA,NA,NA,2008,5,2,1,2,
Sergei Tsikalyuk,Sergei Tsikalyuk,,Russia,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,2012,3,1,0,0,
Sergei Veremeenko,Sergei Veremeenko,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Sergey Brin,Sergey Brin,11,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Sergio Lins Andrade,Sergio Lins Andrade,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Sergio Mantegazza,Sergio Mantegazza,915,Switzerland,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Serhiy Taruta,Serhiy Taruta,,Ukraine,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Serhiy Tihipko,Serhiy Tihipko,,Ukraine,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Serra Sabanci,Serra Sabanci,,Turkey,NA,X,NA,NA,X,NA,X,NA,X,NA,NA,2008,4,4,3,2,
Seth Klarman,Seth Klarman,,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
