Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Emanuella Barilla,Emanuella Barilla,,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Emilio Azcarraga Jean,Emilio Azcarraga Jean,525,Mexico,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Emilio Botin,Emilio Botin,,Spain,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,Money Management
Emmanuel Besnier,Emmanuel Besnier,526,France,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Ennio Doris & family,Ennio Doris,527,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Hedge funds
Enrique Banuelos,Enrique Banuelos,,Spain,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,Real Estate
Enrique Razon,Enrique Razon,,Philippines,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,Real Estate
Enrique Razon Jr,"Enrique Razon, Jr.",528,Philippines,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,#N/A
Eric Douglas,Eric Douglas,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Eric Lefkofsky,Eric Lefkofsky,,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Technology-Computer
Eric Schmidt,Eric Schmidt,44,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Eric Smidt,Eric Smidt,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Eric Sprott,Eric Sprott,,Canada,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,#N/A
Eric Ya Shen,Eric Ya Shen,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Erich Kellerhals,Erich Kellerhals,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Erik Paulsson,Erik Paulsson,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Erik Selin,Erik Selin,529,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Erika Pohl-Stroher,Erika Pohl-Stroher,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,NA,2014,3,1,0,0,Consumer
Erivan Haub & family,Erivan Haub,530,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Erman Ilicak,Erman Ilicak,531,Turkey,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,Constrution
Ermirio Pereira de Moraes,Ermirio Pereira de Moraes,532,Brazil,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Diversified financial
Ernest Gallo,Ernest Gallo,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Ernest Rady,Ernest Rady,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Ernest Stempel,Ernest Stempel,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Technology-Medical
Ernesto Bertarelli,Ernesto Bertarelli,533,Switzerland,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Erol Sabanci,Erol Sabanci,,Turkey,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Erwin Franz Mueller,Erwin Franz Mueller,534,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Esther Grether,Esther Grether,,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,Consumer
Esther Grether,Esther Grether,,Switzerland,NA,NA,NA,X,X,X,X,X,NA,NA,NA,2010,5,1,0,0,Consumer
Esther Koplowitz,Esther Koplowitz,,Spain,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,Constrution
Eugen Viehof,Eugen Viehof,,Germany,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Eugene Kaspersky,Eugene Kaspersky,,Russia,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Eva Gonda Rivera and family,Eva Gonda de Rivera,535,Mexico,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,#N/A
Eva Maria Braun-Luedicke,Eva Maria Braun-Luedicke,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Eva Maria Bucher-Haefner,Eva Maria Bucher-Haefner,536,Switzerland,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Technology-Computer
Evan Sharp,Evan Sharp,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Evan Spiegel,Evan Spiegel,162,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Evan Williams,Evan Williams,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Computer
Evgeny (Eugene) Shvidler,Evgeny (Eugene) Shvidler,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Eyal Ofer,Eyal Ofer,537,Israel,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Real Estate
Ezra Nahmad,Ezra Nahmad,,Monaco,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Other
Fahd Hariri,Fahd Hariri,,Lebanon,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,Constrution
Faisal Bin Qassim Al Thani,Faisal Bin Qassim Al Thani,538,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Fan Zhaoxia,Fan Zhaoxia,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,#N/A
Fan Zhaoxia,Fan Zhaoxia,,China,NA,NA,NA,NA,NA,X,NA,NA,X,X,X,2012,4,1,1,2,#N/A
Fang Tonghua,Fang Tonghua,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Fang Wei,Fang Wei,539,China,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Non-consumer industrial
Farhad Moshiri,Farhad Moshiri,540,United Kingdom,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Mining and metals
Farkhad Akhmedov,Farkhad Akhmedov,,Russia,X,X,NA,NA,NA,NA,X,X,X,X,X,2007,7,1,1,4,Energy
Farris Wilks,Farris Wilks,,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Energy
Faruk Eczacibasi,Faruk Eczacibasi,,Turkey,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,Technology-Medical
Faruk Yalcin,Faruk Yalcin,,Turkey,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Fatma Yazici,Fatma Yazici,,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Fawaz Alhokair,Fawaz Alhokair,,Saudi Arabia,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Fawzi Al-Kharafi,Fawzi Al-Kharafi,,Kuwait,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,Diversified financial
Fayez Sarofim,Fayez Sarofim,,United States,X,X,NA,NA,NA,NA,X,X,X,X,X,2007,7,1,1,4,Money Management
Femi Otedola,Femi Otedola,,Nigeria,NA,NA,X,NA,NA,NA,NA,NA,X,X,NA,2009,3,2,1,5,#N/A
Feng Hailiang,Feng Hailiang,541,China,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,0
Ferit Faik Sahenk,Ferit Faik Sahenk,542,Turkey,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,#N/A
Fernando Roberto Moreira Salles,Fernando Roberto Moreira Salles,543,Brazil,NA,NA,NA,NA,X,X,NA,X,X,X,X,2011,6,1,1,1,Money Management
Fernando Roig,Fernando Roig,,Spain,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Filaret Galchev,Filaret Galchev,,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Constrution
Filiz Sahenk,Filiz Sahenk,,Turkey,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
Finn Rausing,Finn Rausing,544,Sweden,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Other
Fiona Geminder,Fiona Geminder,545,Australia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Florentino Perez,Florentino Perez,,Spain,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Constrution
Folorunsho Alakija,Folorunsho Alakija,,Nigeria,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Energy
Fong Yun Wah,Fong Yun Wah,546,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Forrest Mars,Forrest Mars,,United States,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,#N/A
Forrest Preston,Forrest Preston,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Francesco Gaetano Caltagirone,Francesco Gaetano Caltagirone,,Italy,X,X,X,X,X,NA,NA,X,X,X,X,2007,9,1,1,2,Constrution
Francesco Saverio Salini,Francesco Saverio Salini,,Italy,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Constrution
Francis Choi,Francis Choi,547,Hong Kong,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Real Estate
Francisco Ivens de Sa Dias Branco,Francisco Ivens de Sa Dias Branco,,Brazil,NA,NA,NA,NA,NA,X,X,X,X,X,NA,2012,5,1,0,0,Consumer
Francisco Jose Riberas Mera,Francisco Jose Riberas Mera,,Spain,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Non-consumer industrial
Francois Pinault,Francois Pinault,548,France,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Frank (Vasile) Timis,Frank (Vasile) Timis,,Romania,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Frank Batten Sr,Frank Batten Sr,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Frank Fertitta,"Frank Fertitta, III.",360,United States,NA,X,NA,NA,X,NA,NA,X,X,X,X,2008,6,2,2,2,Real Estate
Frank Hasenfratz,Frank Hasenfratz,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Frank Lowy & family,Frank Lowy,549,Australia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Frank Stronach,Frank Stronach,,Canada,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Consumer
Frank Wang,Frank Wang,550,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Franklin Booth Jr,Franklin Booth Jr,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Fred Chang,Fred Chang,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Fred DeLuca,Fred DeLuca,,United States,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,"Retail, Restaurant"
Frederick Smith,Frederick Smith,144,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Frederik GH Meijer,Frederik GH Meijer,,United States,NA,X,X,X,X,NA,NA,NA,NA,NA,NA,2008,4,1,0,0,#N/A
Frederik Paulsen,Frederik Paulsen,551,Sweden,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Medical
Fredrik Lundberg,Fredrik Lundberg,552,Sweden,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Friede Springer,Friede Springer,553,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Friederike Braun-Luedicke,Friederike Braun-Luedicke,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Friedhelm Loh,Friedhelm Loh,554,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Non-consumer industrial
Friedrich Knapp,Friedrich Knapp,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Frits Goldschmeding,Frits Goldschmeding,555,Netherlands,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Other
Fritz Draexlmaier,Fritz Draexlmaier,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Fu Guangming,Fu Guangming,,China,NA,NA,NA,X,X,X,X,NA,NA,X,X,2010,6,1,1,2,#N/A
Fu Kwan,Fu Kwan,,China,NA,NA,NA,NA,NA,NA,NA,X,NA,X,X,2014,3,1,1,1,Diversified financial
Fu Liquan & family,Fu Liquan,556,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Technology-Computer
Fu Meicheng,Fu Meicheng,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Media
Fu Mingkang,Fu Mingkang,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Fukuzo Iwasaki,Fukuzo Iwasaki,,Japan,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Real Estate
G. M. Rao,G. M. Rao,,India,NA,X,X,X,X,X,X,NA,NA,NA,NA,2008,6,1,0,0,#N/A
G.V. Krishna Reddy,G.V. Krishna Reddy,,India,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,#N/A
G.V. Prasad,G.V. Prasad,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
G<e9>rard Louis-Dreyfus,G<e9>rard Louis-Dreyfus,,France,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Gabe Newell,Gabe Newell,147,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Consumer
Gabriel Escarrer,Gabriel Escarrer,,Spain,X,X,NA,NA,X,X,X,X,X,X,X,2007,9,1,1,2,"Retail, Restaurant"
Gabriel Panayotides,Gabriel Panayotides,,Greece,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Gabriele Stoschek,Gabriele Stoschek,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Gail Miller,Gail Miller,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Galen Weston & family,Galen Weston,557,Canada,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Gao Dekang,Gao Dekang,,China,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,Consumer
Gao Don,Gao Don,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Gao Tianguo,Gao Tianguo,558,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Garibaldi Thohir,Garibaldi Thohir,,Indonesia,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,#N/A
Garrett Camp,Garrett Camp,559,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Gary Burrell,Gary Burrell,,United States,X,X,NA,X,X,X,X,X,X,NA,NA,2007,8,2,1,1,Technology-Computer
Gary Fegel,Gary Fegel,,Switzerland,NA,NA,NA,NA,NA,NA,X,NA,X,X,X,2013,4,1,1,1,#N/A
Gary Magness,Gary Magness,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Media
Gary Michelson,Gary Michelson,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Gary Rollins,Gary Rollins,197,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Gary Wang,Gary Wang,,Taiwan,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Gary West,Gary West,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Gautam Adani,Gautam Adani,560,India,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Mining and metals
Gautam Thapar,Gautam Thapar,,India,NA,X,NA,X,X,X,NA,NA,NA,NA,NA,2008,4,2,1,1,#N/A
Gavril Yushvaev,Gavril Yushvaev,,Russia,NA,X,NA,NA,X,X,X,X,X,X,X,2008,8,1,1,2,Mining and metals
Gay Simplot,Gay Simplot,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Gayle Cook,Gayle Cook,,United States,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,2012,3,1,0,0,Technology-Medical
Geng Jianming,Geng Jianming,,China,NA,X,NA,NA,X,X,X,NA,X,X,X,2008,7,2,2,2,#N/A
Gennady Kozovoy,Gennady Kozovoy,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,#N/A
Gennady Timchenko,Gennady Timchenko,561,Russia,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,Energy
Georg Nemetschek,Georg Nemetschek,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Georg Schaeffler,Georg Schaeffler,562,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Non-consumer industrial
Georg Stumpf,Georg Stumpf,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Georg von Opel,Georg von Opel,,Germany,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Real Estate
George Argyros,George Argyros,336,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
George Bishop,George Bishop,291,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Energy
George Economou,George Economou,,Greece,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
George Hearst Jr,George Hearst Jr,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,#N/A
George Joseph,George Joseph,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Money Management
George Kaiser,George Kaiser,63,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
George Lindemann & family,George Lindemann,212,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
George Lucas,George Lucas,103,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
George Marcus,George Marcus,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
George Mitchell,George Mitchell,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,Energy
George Roberts,George Roberts,117,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Private equity/leveraged buyout
George Soros,George Soros,20,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Hedge funds
George Steinbrenner III,George Steinbrenner III,,United States,NA,X,X,X,NA,NA,NA,NA,NA,NA,NA,2008,3,1,0,0,#N/A
George Ty & family,George Ty,563,Philippines,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Money Management
Georgina Rinehart,Gina Rinehart,570,Australia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Mining and metals
Georgy Krasnyansky,Georgy Krasnyansky,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Gerald Cavendish Grosvenor,Gerald Cavendish Grosvenor,,United Kingdom,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,Real Estate
Gerald Ford,Gerald Ford,328,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Gerald Harvey,Gerald Harvey,,Australia,X,X,NA,X,X,NA,X,NA,NA,NA,NA,2007,5,3,2,1,#N/A
Gerald J. Ford,Gerald J. Ford,,United States,X,NA,X,X,X,X,X,X,NA,NA,NA,2007,7,2,1,1,Money Management
Gerald Schwartz,Gerald Schwartz,,Canada,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Money Management
Gerard Wertheimer,Gerard Wertheimer,564,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Gerd Brachmann,Gerd Brachmann,,Germany,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
German Khan,German Khan,565,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
German Larrea Mota Velasco & family,German Larrea Mota Velasco,566,Mexico,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Mining and metals
Gernot Langes-Swarovski,Gernot Langes-Swarovski,,Austria,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Consumer
Gerry Harvey,Gerry Harvey,,Australia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Gian Marco Moratti,Gian Marco Moratti,,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Energy
Giancarlo Franceso Civita,Giancarlo Franceso Civita,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Media
Gianluigi & Rafaela Aponte,Gianluigi & Rafaela Aponte,567,Switzerland,X,X,NA,NA,NA,NA,NA,X,X,X,X,2007,6,1,1,5,#N/A
Gil Shwed,Gil Shwed,568,Israel,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Technology-Computer
Gilberto Benetton,Gilberto Benetton,569,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Gilles Martin,Gilles Martin,,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Technology-Medical
Giorgio Armani,Giorgio Armani,571,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Girish Tanti,Girish Tanti,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Giuliana Benetton,Giuliana Benetton,572,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Giuseppe De'Longhi,Giuseppe De'Longhi,573,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Gjert Wilhelmsen,Gjert Wilhelmsen,,Norway,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
Gleb Fetisov,Gleb Fetisov,,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Media
Glen Taylor,Glen Taylor,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Glenn Dubin,Glenn Dubin,359,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Hedge funds
God Nisanov,God Nisanov,574,Russia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Real Estate
Goh Cheng Liang,Goh Cheng Liang,575,Singapore,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Goh Peng Ooi,Goh Peng Ooi,,Malaysia,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,Technology-Computer
Gong Hongjia & family,Gong Hongjia,576,Hong Kong,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Diversified financial
Gordon Getty,Gordon Getty,351,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Gordon Moore,Gordon Moore,72,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Gordon Wu,Gordon Wu,,Hong Kong,NA,X,NA,NA,NA,NA,X,X,X,NA,X,2008,5,2,2,4,Real Estate
Gracias Saldanha,Gracias Saldanha,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Graeme Hart,Graeme Hart,577,New Zealand,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Diversified financial
Graham Kirkham,Graham Kirkham,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,"Retail, Restaurant"
Graham Weston,Graham Weston,,United States,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,#N/A
Grandhi Rao,Grandhi Rao,,India,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,#N/A
Gregorio Perez Companc,Gregorio Perez Companc,,Argentina,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Gu Wei,Gu Wei,,China,X,NA,NA,NA,X,NA,NA,X,X,X,X,2007,6,2,2,3,Non-consumer industrial
Gu Yuhua,Gu Yuhua,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Guangchang Guo,Guo Guangchang,582,China,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,Diversified financial
Gudrun Heine,Gudrun Heine,578,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Guenter Herz,Guenter Herz,579,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,#N/A
Guenther Fielmann,Guenther Fielmann,580,Germany,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,Other
Guenther Lehmann,Guenther Lehmann,581,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,"Retail, Restaurant"
Guido Barilla,Guido Barilla,,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Guilherme Paulus,Guilherme Paulus,,Brazil,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,#N/A
Guilherme Peirao Leal,Guilherme Peirao Leal,,Brazil,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,Consumer
